"id","title","artist","date"
491,"Coffeepot","Benjamin Burt","c. 1770-1780"
492,"Tankard","Peter van Dyck","c. 1710"
580,"Footed salver","RF","1662-1663"
771,"Teapot","John Burt","c. 1730-1740"
1361,"Communion cup and paten cover",null,"1657-1658"
1431,"Candlestick, one of a pair","Thomas Ash","1694-1695"
1433,"Two-handled cup with cover","Paul de Lamerie","1742-1743"
1444,null,"Paul Storr","1809-1810"
1446,"Tankard","Robert Cooper","c. 1707-1708"
1448,"Mazer with scene of St. Margaret of Antioch and her dragon",null,"c. 1470-1500"
1449,"Chocolate pot","William Charnelhouse","c. 1703"
1450,"Hot water jug with warming stand","Paul Storr","1807"
1451,"Wine cistern","Paul de Lamerie","1719-1720"
1479,"Soup tureen","Paul de Lamerie","1734-1735"
1506,"Pair of ""chrysanthemum"" Candelabra","Charles T. Grosjean","1891-1902"
1662,"Tankard","FS","1669-1670"
2081,"Tankard","New York","about 1760-1770"
2085,"Beer jug","Pierre-Emile Jeannest","1884-1885 (designed 1883)"
2226,"Tazza",null,"c. 1575"
2593,"Creamer","Paul de Lamerie","c. 1735-1745"
2756,"Tureen","William Gale","c. 1830"
3014,"Salt cellar","Paul de Lamerie","1728-1729"
3065,"Cup from a christening set","George Adams","1864-1865"
3320,"Coffeepot with Tray","Gorham Manufacturing Company","1891"
3806,"Bowl with lid and spoon","Charles Robert Ashbee","1902-1904"
3879,"Egg cup","Josef Hoffmann","1904"
6943,"Spoon","Oliver Baker","1903 (designed 1900)"
6969,"Loop-handled dish",null,"1903"
8156,"Standing salt","Christopher Eston","c. 1582"
8427,"Compote","Georg Jensen","1929 (designed in 1912)"
9651,"Dinner Knife, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10044,"Teaspoon, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10045,"Table Spoon, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10076,"Dinner Fork, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10090,"Teaspoon, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10097,"Dessert Spoon, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10120,"Dessert Fork, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10130,"Butter Knife, from a flatware service","Edward Chandler Moore","c. 1890-1900"
10214,"Tray","Gorham Manufacturing Company","1891"
15548,"Tankard","Simeon Soumain","1719"
15551,"Tankard","Henricus Boelen II","c. 1720"
15558,"Tankard","John Coney","c. 1715"
15564,"Two-handled cup","Jeremiah Dummer","1690-1710"
15762,"Footed salver","John Coney","c. 1702"
16260,"Salver","Jacob Hurd","c. 1740-1750"
17169,"Tankard","John Coney","1710-1720"
17262,"Porringer, one of a pair","John Burt","c. 1725-1730"
17263,"Porringer, one of a pair","John Burt","c. 1725-1730"
17469,"Caster, one of a set of three","Isaac Liger","1723"
17470,"Caster, one of a set of three","Isaac Liger","1723"
17471,"Caster, one of a set of three","Isaac Liger","1723"
17979,"Salver","Augustin Courtauld","1732"
18289,"Tankard","Samuel Minott","c. 1770"
18301,"Candlestick, one of a pair","Robert Tyrill","1741"
18302,"Candlestick","Robert Tyrill","1741"
18351,"Tankard","Nathanial Schlaubitz","about 1690"
