"id","title","artist","date","room"
34392,"Rug",null,null,"G373"
98662,"Counting","Lorna Simpson","1991","G373"
119693,"The Girl Friends","George Segal","1969","G373"
127082,"Bess","Sadie Benning","2016","G373"
127084,"Polaris","Martin Wong","1987","G373"
127299,"Out in Front","Emma Amos","1982","G373"
127316,"I March in the Parade of Liberty but as Long as I Love You I'm Not Free",null,"2007-2008","G373"
127701,"Grey Area #5","Paul Anthony Smith","2014","G373"
128184,"Christian","John Sonsini","2013","G373"
128197,"Urkindifuratira (You Turned Your Back on Me)","Portia Zvavahera","2017","G373"
128211,"Black Night",null,"2017","G373"
128310,"Permanent: Hair Was My Glory and Chain","Lonnie Holley","2016","G373"
128475,"National Union of Women's Suffrage Societies (Illustration by Caroline Watts, Poster for March and Mass Meeting, London, England, 1908)","Andrea Bowers","2017","G373"
128707,"For Makina Kameya","Melvin Edwards","1988","G373"
128711,"Awka for Chinua Achebe","Melvin Edwards","2016-2017","G373"
