"id","title","artist","date","room"
78,"Portrait of an Ecclesiastic","Giovanni Battista Moroni","late 1550s","G340"
136,"Saint Catherine",null,"c. 1450–60","G340"
522,"Portrait of Luca Salvioni","Agostino Zoppo","c. 1536","G340"
613,"The Ship of Virtues",null,"c. 1528–40","G340"
1470,"Portrait of Silvestro Aldobrandini","Ridolfo Ghirlandaio","c. 1550","G340"
1486,"Judith Presenting Herself to Holofernes","Antonio Gionima","1720s","G340"
5373,"Wheel lock rifle","M.P.","c. 1630","G340"
11873,"Virgin and Child",null,null,"G340"
12144,"Madonna Enthroned in Majesty with the Christ Child",null,"late 12th century","G340"
12795,"Powder flask",null,"c. 1585","G340"
12796,"Patron (cartridge box)",null,"c. 1585","G340"
14148,"Armor",null,"c. 1520","G340"
14154,"Large-Leaf Verdure Tapestry Fragment with Birds",null,null,"G340"
29910,"Wheel lock puffer","Abraham Dressler","1581","G340"
29910,"Wheel lock puffer","Anton Dressler","1581","G340"
29912,"Wheel lock hunting rifle","Martin Gummi","1650","G340"
49709,"Half armor",null,"c. 1570–1580","G340"
59168,"Smallsword",null,"1815","G340"
59171,"Smallsword",null,"c. 1770-1780","G340"
60232,"The Adoration of the Magi",null,null,"G340"
106354,"Theta","Helena Hernmarck","1987","G340"
108857,"Bust of Emperor Hadrian as a Young Man","Giovanni Battista Caccini","c. 1590","G340"
108860,"Red-and-blue-laced Suit of Armor from the Kii Tokugawa Family","Saotome Iechika","early 17th century","G340"
108860,"Red-and-blue-laced Suit of Armor from the Kii Tokugawa Family","Unknown","early 17th century","G340"
113688,"Virgin of the Milk (Virgen de la leche)","Gil de Siloe","c. 1500","G340"
116111,"Saint John the Baptist","Benedetto da Rovezzano","c. 1505","G340"
120475,"Halberd",null,"1527–47","G340"
122957,"Table cover",null,"c. 1650","G340"
123223,"Crucifixion",null,"c. 1180","G340"
124695,"Arm reliquary",null,"c. 1350-1400","G340"
