"id","title","artist","date","room"
529,"Lucretia","Rembrandt Harmensz. van Rijn","1666","G311"
537,"Portrait of a Burgomaster","Bartholomeus van der Helst","c. 1665-1670","G311"
592,"Wooded Landscape with Watermill","Meindert Hobbema","c. 1665","G311"
730,"River Landscape with a Ferry","Salomon van Ruysdael","1656","G311"
1575,"Wooded Hillside with a Vista","Jan Both","c. 1645","G311"
2808,"Merry and Rowdy Peasants at an Inn","Philips Wouwermans","1653","G311"
3059,"Penitent Magdelene","Bartolomé Esteban Murillo","c. 1650-1665","G311"
3221,"River Landscape with the Pellecussen Gate near Utrecht","Jan van Goyen","1648","G311"
3584,"Still Life with Fruits, Foliage and Insects","Abraham Mignon","c. 1669","G311"
3729,"Castle and Watermill by a River","Jacob van Ruisdael","c. 1670","G311"
10450,"Still Life","Pieter Claesz.","1643","G311"
111619,"St. Paul and St. Barnabus at Lystra","Willem de Poorter","c. 1630","G311"
