"id","title","artist","date","room"
601,"I Raro Te Oviri (Under the Pandanus)","Paul Gauguin","1891","G355"
1163,"The Piazza San Marco, Venice","Pierre Auguste Renoir","1881","G355"
1218,"Olive Trees","Vincent van Gogh","1889","G355"
1239,"The Age of Bronze","Alex Rudier Fondeur","1876–1877 (plaster model); casting date unknown","G355"
1239,"The Age of Bronze","Auguste (François-Auguste-René) Rodin","1876–1877 (plaster model); casting date unknown","G355"
1240,"Dining Room in the Country","Pierre Bonnard","1913","G355"
1272,"Port-en-Bessin","Georges Seurat","1888","G355"
1414,"Snow, Boulevard de Clichy, Paris","Paul Signac","1886","G355"
1416,"Place Saint-Augustin","Edouard Vuillard","1912-1913","G355"
1545,"View of Lake LÃ©man at Nyon","Johan Barthold Jongkind","1875","G355"
1655,"Nude on a Couch","Gustave Caillebotte","c. 1880","G355"
1657,"Orpheus and Eurydice","Maurice Denis","1910","G355"
2038,"Portrait of Paul ValpinÃ§on","Edgar Degas","c. 1855","G355"
3267,"Still Life with Pheasants and Plovers","Claude Monet","1879","G355"
10435,"Tahitian Landscape","Paul Gauguin","1891","G355"
10436,"Grainstack, Sun in the Mist","Claude Monet","1891","G355"
10449,"Vacationers on the Beach at Trouville","Eugène-Louis Boudin","1864","G355"
11956,"Study for a Burgher of Calais (Pierre de Wiessant)","Auguste (François-Auguste-René) Rodin","modeled c. 1885 in plaster","G355"
61319,"Le Pont de Moret","Alfred Sisley","1888","G355"
118786,"Winter Landscape","Gustaf Edolf Fjaestad","1908","G355"
