"id","title","artist","date","room"
684,"View of West Point","Thomas Chambers","c. 1850","G304"
2421,"Cupboard","Aslak Lie","1870","G304"
2421,"Cupboard","John Eriksen Engesaethe","1870","G304"
2505,"Portrait of a Boy","James B. Read","1856","G304"
5423,"Portrait of Moses Kimball","William Jennys","c. 1808","G304"
5573,"Portrait of Harriet Brown","Sheldon Peck","c. 1845","G304"
6860,"Curlew decoy",null,"late 19th century","G304"
6861,"Juvenile Golden Plover decoy",null,"late 19th century","G304"
6862,"Willet decoy",null,"late 19th century","G304"
6863,"Duck decoy",null,"late 19th century","G304"
19545,"Rod-back Windsor side chair","William Sawyer","c. 1807","G304"
32465,"Chest","Ivar Kvalen (Quallen)","1777","G304"
61421,"Duck decoy","Lemeul Travis Ward, Jr.","c. 1948","G304"
61421,"Duck decoy","Stephen Ward","c. 1948","G304"
61422,"Duck decoy","Unknown","early 20th century","G304"
61424,"Sandpiper decoy",null,"late 19th century","G304"
90004,"Rooster weathervane","Rochester Iron Works","c. 1875-1900","G304"
90009,"Hamburg Rooster weathervane","L.W. Cushing & Sons","c. 1880","G304"
90014,"Rooster weathervane",null,"c. 1850","G304"
90021,"Rooster weathervane","J. Howard & Company","c. 1855","G304"
90022,"Rooster weathervane",null,"c. 1850","G304"
90023,"Rooster weathervane",null,"c. 1890","G304"
91467,"Snake jug","Anna Pottery","c. 1865","G304"
98954,"Portrait of Eliza Ann and Adelia Dusenberry","Orlando Hand Bears","1838","G304"
99785,"Cock or Chanticleer","William Hunt Diederich","c. 1918","G304"
106096,"Portrait of Richard John Cock","Joshua Johnson","c. 1817","G304"
106554,"The Shipwreck","Thomas Chambers","1850","G304"
120271,"East Windsor side chair","Timothy Loomis III","1770-90","G304"
120490,"Washington & Monroe Reed","John Brewster Jr.","1832","G304"
121883,"Uphill","Emile Pierre Branchard","c. 1925–38","G304"
