"id","title","artist","date","room"
53,"Deer in the Forest","Gustave Courbet","1868","G321"
58,"Destruction of the Beast and the False Prophet","Benjamin West","1804","G321"
135,"Fontainebleau Oaks","Jules Dupré","c. 1840","G321"
575,"Job and His Friends","Alexandre-Gabriel Decamps","c. 1852","G321"
799,"View of Tangier from the Seashore","Eugène Delacroix","1856–1858","G321"
800,"Pasture near Cherbourg (Normandy)","Jean-François Millet","1871-1872","G321"
1226,"Self-Portrait with Dr. Arrieta","Francisco José de Goya y Lucientes","1820","G321"
1977,"Silenus","Jean-Baptiste-Camille Corot","1838","G321"
2144,"Icarus Making Trial of His Wings","Philippe Grasse","modeled 1831","G321"
2224,"Les Trois GrÃ¢ces (The Three Graces)","Jean-Baptiste Carpeaux","c. 1872","G321"
2243,"A Torrent at Romagnes","Jean-Baptiste-Camille Corot","after 1862","G321"
4191,"The Crossroads of the Eagleâs Nest, Fontainebleau Forest","Charles-François Daubigny","1843-1844","G321"
5748,"The Fallen Branch, Fontainebleau","Achille Etna Michallon","c. 1816","G321"
6239,"View of Mont Blanc, Seen from La Faucille","Théodore Rousseau","c. 1865","G321"
6275,"View of Rome from Monte Pincio","Jean-Baptiste-Camille Corot","1826","G321"
60157,"Caretaker's Cottage in the Forest of Compiegne","Paul Huet","1826","G321"
65029,"The Pond","Jules Dupré","1837","G321"
109318,"Evening, Storm Clearing Off","John Linnell","1818-1819","G321"
113539,"Rouen Cathedral, Sunrise","Richard Parkes Bonington","1825","G321"
115871,"Nordic Landscape with a Castle","Johann Christian Clausen Dahl","1818","G321"
125879,"Still Life with Dahlias, Zinnias, Hollyhocks and Plums","Eugène Delacroix","c. 1835","G321"
