"id","title","artist","date","room"
77,"Luxembourg Gardens at Twilight","John Singer Sargent","1879","G351"
129,"Place du ThÃ©Ã¢tre FranÃ§ais, Paris: Rain","Camille Pissarro","1898","G351"
774,"Portrait of Mlle. Hortense ValpinÃ§on","Edgar Degas","c. 1871","G351"
1320,"Dancer Putting on Her Stocking","Edgar Degas",null,"G351"
1321,"Meadow Flowers","James Ensor","1883","G351"
1410,"Notre Dame","Maximilien Luce","1899","G351"
1417,"The Sunny Room","Edouard Vuillard","c. 1920","G351"
1477,"Blessing of the Tuna Fleet at Groix","Paul Signac","1923","G351"
1509,"The Birthday Party","John Singer Sargent","1885","G351"
1657,"Orpheus and Eurydice","Maurice Denis","1910","G351"
2806,"Nymphenburg","Vassily Kandinsky","1904","G351"
3903,"Woman in a Bathtub","Edgar Degas","1889 modeled (cast 1920-21) no. 26/C","G351"
4190,"Red Gladioli","Piet Mondrian","c. 1906","G351"
5091,"The Artistâs Mother Opening a Door","Edouard Vuillard","c. 1891-1892","G351"
6359,"Still Life with Pascalâs ""PensÃ©es""","Henri Matisse","1924","G351"
10444,"The Artist's Daughter, Julie, with her Nanny","Berthe Morisot","c. 1884","G351"
45501,"Seaport","Armand Séguin","c. 1890","G351"
52600,"Evening","Birger Sandzén","c. 1910","G351"
99878,"A Sea-Nymph","Edward Coley Burne-Jones","1881","G351"
106557,"The Moraine","John Singer Sargent","1908","G351"
106929,"Jerusalem","John Singer Sargent","1906","G351"
111603,"Les Anemones (Still Life with Anemones)","Odilon Redon","c. 1900-1910","G351"
115814,"Fields of Flowers in Bloom, near Caen","Jean Metzinger","1904","G351"
116020,"Portrait of Beethoven","Franz von Stuck","c. 1902","G351"
120552,"A Tyrolese Crucifix","John Singer Sargent","1915","G351"
120553,"Atlantic Storm","John Singer Sargent","1876","G351"
122915,"Little Dancer, Aged Fourteen","Edgar Degas","1998 (modeled 1880-1881)","G351"
124669,"Vase of Roses","Eva Gonzales","early 1870s","G351"
124689,"The Painter in His Studio","Albert Launay","1903","G351"
135743,"The Study of Drawing: Portrait of Yves Osterlind, Age Nine","Louise Catherine Breslau","1901","G351"
