"id","title","artist","date","room"
766,"White Plumes","Henri Matisse","1919","G377"
1259,"The Crucifixion","Georges Rouault","early 1920s","G377"
1274,"Golden Bird","Constantin Brancusi","c. 1919","G377"
1325,"Carcass of Beef","Chaim Soutine","1925","G377"
1413,"The Japanese Bridge","Claude Monet","c. 1923-1925","G377"
1427,"The Poet with the Birds","Marc Chagall","1911","G377"
1508,"Evening Glow","Emil Nolde","1915","G377"
1595,"Composition with Blue, Red, Yellow, and Black","Piet Mondrian","1922","G377"
1888,"Large Seated Nude","Henri Matisse","c. 1923–1925","G377"
1890,"Reclining Nude II","Henri Matisse","1927","G377"
2242,"Little Girl","Otto Dix","1922","G377"
2299,"Three Women","Fernand Léger","1919","G377"
4694,"Relief, New York, 1936","Charles Biederman","1936","G377"
10219,"Portrait of Paris von GÃ¼tersloh","Egon Schiele","1918","G377"
56568,"Der Postagent Hausler (The Telegraph Operator)","Albert Birkle","1927","G377"
61478,"Project","Ben Nicholson","1943","G377"
116580,"Two Nudes","Marguerite Thompson Zorach","c. 1922","G377"
120551,"En Masque","Theodore Roszak","1932","G377"
120863,"Young Woman in Undergarments","Wilhelm List","c. 1910–11","G377"
121743,"Self Portrait","Stefan Hirsch","1921","G377"
124207,"Portrait of the Painter Ludwig Kath","Albert Birkle","1924","G377"
124210,"Woman At Table","Fritz Burmann","1926","G377"
127319,"Remembering","George Grosz","1937","G377"
