"id","title","artist","date","room"
84,"Portrait of John Scott Bradstreet","John S. Bradstreet","1915","G319"
84,"Portrait of John Scott Bradstreet","Paul Fjelde","1915","G319"
272,"Bowl",null,"c. 1730","G319"
316,"Cup and saucer","Meissen Porcelain Factory","c. 1750","G319"
556,"Plate, one of a pair","Meissen Porcelain Factory","c. 1726","G319"
4739,"Kakiemon plate with beast, crane, insects",null,"c. 1740","G319"
6259,"Sauce boat","Johann Friedrich Eberlein","c. 1735-1737","G319"
6259,"Sauce boat","Meissen Porcelain Factory","c. 1735-1737","G319"
12138,"Bust of Diana","Jean Alexandre Joseph Falguière",null,"G319"
14313,"Lidded sugar bowl",null,null,"G319"
14338,"Coffee pot","Meissen Porcelain Factory","c. 1720","G319"
14358,"Cup and saucer","Meissen Porcelain Factory","c. 1740","G319"
15999,"Plate, one of a pair","Meissen Porcelain Factory","c. 1726","G319"
19338,"Armorial plate from the ""Swan service"", one of a pair","Johann Joachim Kändler","1737-1741","G319"
28554,"Kakiemon plate with beast, crane, insects",null,"c. 1740","G319"
31820,"Chinese musician, one of a pair","Joseph Weinmuller","1767","G319"
31820,"Chinese musician, one of a pair","Ludwigsburg Factory (Herzoglich-Königlichen Porzellan-Manufaktur)","1767","G319"
31821,"Chinese musician, one of a pair","Joseph Weinmuller","1767","G319"
35001,"Saucer","Meissen Porcelain Factory","c. 1735","G319"
35003,"Covered Sugar Bowl (box)","Meissen Porcelain Factory","c. 1735","G319"
35006,"Cup","Meissen Porcelain Factory","c. 1735","G319"
35007,"Cup","Meissen Porcelain Factory","c. 1735","G319"
35008,"Cup","Meissen Porcelain Factory","c. 1735","G319"
35009,"Saucer","Meissen Porcelain Factory","c. 1735","G319"
35010,"Saucer","Meissen Porcelain Factory","c. 1735","G319"
35011,"Covered Condiment Jug","Meissen Porcelain Factory","c. 1735","G319"
35012,"Teabowl and Saucer","Meissen Porcelain Factory","1720-1725","G319"
36650,"Plate","Bow Porcelain Factory","c. 1755","G319"
36658,"Creamer with Flying Fox",null,"c. 1730","G319"
36659,"Beaker Cup","Chelsea Porcelain Manufactory","1745-1750","G319"
36661,"Covered Tea Caddy",null,"c. 1723","G319"
36663,"Cup and Saucer",null,"c. 1719","G319"
112611,"Screen","Samuel Yellin","c. 1930","G319"
